Place of interest,Type of place,Station location,BiciMAD station,Station location
Museo de Arte Contemporáneo de Madrid,Museos de la ciudad de Madrid,Calle Conde Duque nº 22,13 - Conde Duque,Calle Conde Duque nº 22
Museo de Astronomía y Geodesia,Museos de la ciudad de Madrid,Calle José Antonio Novais frente al nº 12,260 - Facultad Biología,Calle José Antonio Novais frente al nº 12
Museo de Bomberos de Madrid,Museos de la ciudad de Madrid,Camino de Valderribas nº 94,226 - Sierra Toledana,Camino de Valderribas nº 94
Museo de Calcografía Nacional,Museos de la ciudad de Madrid,Calle Alcalá nº 27,28 - Sevilla,Calle Alcalá nº 27
Museo de Cera,Museos de la ciudad de Madrid,Calle Marqués de la Ensenada nº 16,10 - Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16
Museo de Escultura al Aire Libre de la Castellana,Museos de la ciudad de Madrid,Paseo de la Castellana nº 42,142 - Castellana 42,Paseo de la Castellana nº 42
Museo de Historia de Madrid,Museos de la ciudad de Madrid,Calle Barceló nº 7,54 - Barceló,Calle Barceló nº 7
Museo de Historia de la Comunidad Judía de Madrid,Museos de la ciudad de Madrid,Calle Santa Engracia nº 87,246 - Santa Engracia 87,Calle Santa Engracia nº 87
Museo de Mineralogía,Museos de la ciudad de Madrid,Paseo de la Castellana nº 298,249 - Manuel Caldeiro,Paseo de la Castellana nº 298
Museo de San Isidro. Los Orígenes de Madrid,Museos de la ciudad de Madrid,Carrera de San Francisco nº 1,38 - Plaza de los Carros,Carrera de San Francisco nº 1
Museo de Sanidad e Higiene Pública,Museos de la ciudad de Madrid,Calle Sinesio Delgado nº 2,248 - Torre Cepsa,Calle Sinesio Delgado nº 2
Museo de la Biblioteca Nacional de España,Museos de la ciudad de Madrid,Paseo de Recoletos nº 20,94 - Biblioteca Nacional,Paseo de Recoletos nº 20
Museo de la Catedral de la Almudena,Museos de la ciudad de Madrid,Calle Segovia nº 26,166 - Segovia 26,Calle Segovia nº 26
Museo de la Farmacia Hispana,Museos de la ciudad de Madrid,Avenida de la Complutense (Metro Ciudad Universitaria),258 - Ciudad Universitaria 1,Avenida de la Complutense (Metro Ciudad Universitaria)
Museo de la Guardia Civil,Museos de la ciudad de Madrid,Calle Beatriz de Bobadilla frente al nº 2,256 - Reina Victoria,Calle Beatriz de Bobadilla frente al nº 2
Museo de la Real Academia de Bellas Artes de San Fernando,Museos de la ciudad de Madrid,Calle Alcalá nº 27,28 - Sevilla,Calle Alcalá nº 27
Museo del Ferrocarril de Madrid,Museos de la ciudad de Madrid,Calle Palos de la Frontera nº 27,120 - Palos de la Frontera,Calle Palos de la Frontera nº 27
Museo del Prado,Museos de la ciudad de Madrid,Calle Espalter nº 1,68 - Espalter,Calle Espalter nº 1
Museo del Reloj Grassy,Museos de la ciudad de Madrid,Calle Alcalá nº 27,28 - Sevilla,Calle Alcalá nº 27
Museo del Romanticismo,Museos de la ciudad de Madrid,Calle Barceló nº 7,54 - Barceló,Calle Barceló nº 7
Museo del Seguro. Fundación Mapfre,Museos de la ciudad de Madrid,Paseo de Recoletos nº 20,94 - Biblioteca Nacional,Paseo de Recoletos nº 20
Museo del Traje. Centro de Investigación del Patrimonio Etnológico (CIPE),Museos de la ciudad de Madrid,Avenida Juan de Herrera frente a la calle Paul Guinard,257 - INEF,Avenida Juan de Herrera frente a la calle Paul Guinard
Palacio Real de El Pardo,Museos de la ciudad de Madrid,Avenida Complutense nº 23,261 - Facultad Derecho,Avenida Complutense nº 23
Palacio Real de Madrid,Museos de la ciudad de Madrid,Calle Pavía nº 6,30 - San Quintín,Calle Pavía nº 6
Panteón de Hombres Ilustres,Museos de la ciudad de Madrid,Avenida de Menéndez Pelayo nº 38,79 - Puerta de Granada,Avenida de Menéndez Pelayo nº 38
Parroquia Santa Cruz,Museos de la ciudad de Madrid,Plaza del Conde de Romanones nº 9,40 - Conde de Romanones,Plaza del Conde de Romanones nº 9
Planetario de Madrid,Museos de la ciudad de Madrid,Calle Sodio nº 1B,235 - Embajadores 191,Calle Sodio nº 1B
Real Basílica San Francisco el Grande,Museos de la ciudad de Madrid,Plaza de San Francisco nº 5,37 - Plaza de San Francisco,Plaza de San Francisco nº 5
Real Fábrica de Tapices,Museos de la ciudad de Madrid,Avenida de Menéndez Pelayo nº 38,79 - Puerta de Granada,Avenida de Menéndez Pelayo nº 38
Real Monasterio de Santa Isabel,Museos de la ciudad de Madrid,Calle Atocha nº 54,41 - Antón Martín,Calle Atocha nº 54
Real Monasterio de la Encarnación,Museos de la ciudad de Madrid,Calle Pavía nº 6,30 - San Quintín,Calle Pavía nº 6
Real Monasterio de las Descalzas Reales,Museos de la ciudad de Madrid,Plaza de Santo Domingo nº 1,23 - Santo Domingo,Plaza de Santo Domingo nº 1
Templo de Debod,Museos de la ciudad de Madrid,Calle Quintana nº 11,114 - Quintana,Calle Quintana nº 11
The Robot Museum (Museo del Robot),Museos de la ciudad de Madrid,Paseo de la Castellana nº 42,142 - Castellana 42,Paseo de la Castellana nº 42
Yacimiento paleontológico. Estación de Metro Carpetana,Museos de la ciudad de Madrid,Calle Caramuel nº 51,224 - Caramuel,Calle Caramuel nº 51
Zapadores Ciudad del Arte,Museos de la ciudad de Madrid,Paseo de la Castellana nº 298,249 - Manuel Caldeiro,Paseo de la Castellana nº 298
